age,gender,height_cm,weight_kg,waist_cm,neck_cm,hip_cm,sleep_hours,workouts_per_week,daily_calories,activity_level,fitness_goal,body_fat_percentage
18,female,167.0,69.1,96.3,29.7,111.4,8.1,1,1619,sedentary,maintain,17.67
16,female,163.7,65.8,81.7,28.0,97.6,8.1,2,1655,moderate,fat_loss,16.95
16,male,171.2,80.7,84.4,31.3,93.6,6.4,6,3159,moderate,muscle_gain,20.52
17,male,175.6,100.7,97.5,33.5,99.1,6.4,5,3389,moderate,muscle_gain,26.9
19,male,172.0,79.6,96.1,34.5,97.1,7.6,2,2135,light,muscle_gain,20.46
23,female,166.6,76.8,89.8,28.8,99.1,8.6,1,2173,sedentary,maintain,22.29
17,male,172.8,72.9,91.2,33.1,95.7,7.9,5,2846,moderate,muscle_gain,17.01
17,male,171.7,85.3,102.8,34.9,101.2,6.1,5,3382,active,muscle_gain,22.43
18,female,169.3,55.3,84.1,30.1,90.4,6.8,2,1327,light,fat_loss,11.09
17,male,173.8,58.7,95.5,31.4,87.2,6.3,3,2469,sedentary,muscle_gain,11.03
20,male,171.7,75.1,88.0,36.3,92.7,8.3,3,2078,light,fat_loss,18.97
19,male,174.2,82.6,87.8,36.6,92.8,7.4,4,2089,light,fat_loss,20.83
25,male,171.5,46.3,101.0,32.9,85.4,6.1,2,1667,light,muscle_gain,8.44
18,male,169.5,71.5,98.3,32.1,96.3,6.6,3,2443,light,muscle_gain,17.8
20,male,178.1,75.4,98.1,33.6,90.0,6.0,7,2462,moderate,maintain,16.92
20,male,175.7,80.6,103.1,33.6,100.4,6.7,2,2622,light,muscle_gain,19.73
26,male,181.8,86.7,90.2,37.7,91.3,7.4,4,2376,light,maintain,21.26
21,male,175.5,61.2,96.8,33.0,90.3,6.6,1,1805,sedentary,fat_loss,12.47
27,female,151.6,44.2,86.9,30.2,104.0,7.0,4,2388,active,muscle_gain,13.09
17,male,176.3,63.9,93.2,36.2,93.6,7.4,2,2229,light,maintain,12.38
22,female,156.3,65.2,88.7,30.7,99.9,5.3,2,1275,light,fat_loss,20.89
19,female,156.9,62.5,91.0,30.8,107.3,5.6,1,1623,sedentary,maintain,18.64
16,male,173.9,65.1,96.0,34.2,88.9,6.6,3,2665,moderate,muscle_gain,13.31
22,male,187.3,81.3,81.8,34.1,88.1,6.0,6,3127,active,fat_loss,16.67
30,male,165.9,60.6,110.9,32.7,92.5,7.4,1,2130,sedentary,muscle_gain,17.12
18,female,162.9,87.1,79.9,32.7,109.7,6.8,1,1959,sedentary,fat_loss,27.33
21,female,164.8,74.4,77.9,33.9,110.5,7.8,1,1280,sedentary,fat_loss,21.5
16,female,147.6,60.1,101.6,32.4,95.6,7.4,5,1574,moderate,fat_loss,20.58
16,male,174.4,84.4,97.9,34.0,98.0,7.8,4,2623,active,fat_loss,20.78
18,female,163.6,75.5,96.2,30.5,106.9,6.6,2,1688,light,fat_loss,21.79
20,male,167.6,72.7,96.3,35.6,93.5,6.8,3,2358,light,maintain,19.46
20,female,166.4,65.5,89.9,30.9,95.3,8.8,3,1530,moderate,fat_loss,16.79
21,male,174.0,87.2,81.0,34.5,96.0,6.0,5,2691,moderate,maintain,23.19
16,female,156.9,61.1,90.8,28.2,97.1,7.7,2,1904,sedentary,muscle_gain,17.26
19,female,158.1,55.8,83.2,29.5,100.2,8.0,2,1296,sedentary,fat_loss,14.96
24,male,169.3,88.7,99.8,29.6,96.0,7.6,0,1842,light,fat_loss,26.46
16,female,160.2,55.7,88.5,28.0,95.1,7.8,4,2050,moderate,maintain,13.52
20,male,185.9,59.6,81.7,32.3,86.8,7.1,1,2824,moderate,muscle_gain,9.1
23,female,159.3,71.1,86.8,32.0,100.0,7.4,4,2325,moderate,maintain,22.71
18,male,182.0,71.9,94.1,34.1,94.1,7.2,3,2021,moderate,fat_loss,13.99
24,female,171.0,74.0,84.4,31.3,98.1,5.6,5,2255,light,muscle_gain,19.69
16,male,174.6,96.1,81.8,36.3,96.0,7.0,1,2916,light,muscle_gain,25.31
26,female,160.3,52.0,92.4,29.7,96.0,5.6,2,1572,sedentary,maintain,14.06
24,female,165.2,60.9,92.4,31.7,96.0,7.5,4,1975,active,fat_loss,16.1
22,male,169.1,84.0,84.9,37.0,97.0,7.2,3,2587,moderate,maintain,24.11
27,female,157.3,65.5,85.3,31.3,103.1,7.8,3,1480,light,fat_loss,21.78
21,female,161.7,63.9,92.3,28.7,96.1,6.1,1,2244,sedentary,maintain,17.96
19,female,149.7,71.8,75.5,31.9,107.1,7.0,6,2448,moderate,muscle_gain,26.62
28,male,177.3,73.1,75.9,35.1,91.1,7.0,4,2528,moderate,muscle_gain,18.14
30,male,176.1,77.0,82.8,33.2,95.2,8.7,4,2512,moderate,fat_loss,20.5
19,male,177.7,99.0,87.9,36.3,96.0,7.0,0,2811,sedentary,maintain,25.79
21,female,152.7,62.6,93.1,29.9,104.6,6.4,5,2033,active,fat_loss,20.85
27,male,182.8,96.0,104.8,34.8,97.3,6.9,4,3442,moderate,muscle_gain,24.48
22,male,171.7,60.9,98.6,33.6,87.8,8.4,4,3036,moderate,muscle_gain,13.65
25,male,175.7,87.4,88.4,34.9,95.4,7.6,6,3080,moderate,muscle_gain,23.52
26,male,166.8,65.1,89.8,35.7,92.1,7.4,5,3107,active,muscle_gain,17.86
19,male,165.2,55.1,80.0,33.9,93.8,6.7,6,3063,active,muscle_gain,12.4
24,female,167.7,72.2,89.8,31.0,100.7,6.7,5,2345,moderate,muscle_gain,20.13
22,female,157.2,63.8,87.1,33.6,102.2,8.3,4,2343,light,muscle_gain,19.84
17,male,176.5,96.2,93.2,33.8,97.8,6.8,1,2966,light,muscle_gain,24.77
18,male,175.7,76.0,81.7,33.9,96.9,6.5,4,3084,moderate,muscle_gain,17.48
19,female,166.6,56.5,95.2,32.1,102.1,5.5,4,2191,moderate,maintain,12.6
26,male,160.4,54.8,105.3,33.9,92.8,5.6,2,1911,sedentary,muscle_gain,15.34
26,male,178.2,79.7,88.9,32.4,97.3,8.0,3,2128,sedentary,fat_loss,19.9
25,male,171.6,54.6,94.0,33.5,93.8,5.0,6,2719,active,muscle_gain,11.8
24,female,158.4,52.2,96.9,28.0,92.8,8.2,7,1793,active,fat_loss,14.29
24,male,170.2,65.2,86.0,34.3,89.1,6.6,5,2521,active,fat_loss,16.33
23,female,159.7,57.4,92.2,28.6,91.3,7.3,3,2103,light,muscle_gain,16.1
24,female,151.0,62.8,90.1,28.5,105.3,7.9,3,1484,moderate,fat_loss,22.37
24,male,171.1,62.4,91.0,31.9,93.1,6.3,5,2387,moderate,muscle_gain,14.9
16,female,171.6,47.6,82.3,28.0,92.0,7.7,1,1617,light,maintain,6.88
18,female,167.8,53.4,90.2,29.7,99.9,6.3,0,1445,sedentary,fat_loss,10.7
17,male,177.3,73.2,95.0,31.4,92.6,6.4,4,2739,active,fat_loss,15.65
27,male,163.1,64.7,104.5,34.4,91.4,7.5,0,1535,sedentary,fat_loss,19.2
29,male,171.2,56.2,99.6,34.5,91.0,7.2,5,1846,moderate,fat_loss,13.48
16,male,190.8,110.7,111.5,36.8,98.6,7.3,5,3531,moderate,muscle_gain,23.97
29,male,175.2,81.3,82.3,34.8,93.4,8.3,3,2706,moderate,muscle_gain,22.25
22,female,157.8,60.2,98.7,30.8,97.3,6.8,5,2193,light,muscle_gain,17.87
27,male,164.6,66.5,91.8,33.9,95.7,8.4,3,1797,moderate,fat_loss,19.46
24,male,163.4,63.2,111.9,33.3,89.0,7.1,2,2195,sedentary,muscle_gain,17.72
28,female,152.7,45.7,81.9,28.0,90.1,7.5,2,1545,moderate,fat_loss,13.76
23,male,170.0,85.6,81.6,36.4,102.6,7.7,1,2504,sedentary,muscle_gain,24.63
16,female,152.7,62.7,84.0,31.6,108.8,6.6,3,2546,moderate,muscle_gain,19.75
22,female,164.0,45.8,70.0,28.7,96.6,7.1,5,1276,moderate,fat_loss,9.29
24,male,196.9,101.3,84.7,35.4,99.7,5.8,0,2422,sedentary,maintain,20.67
21,male,168.7,76.0,82.4,34.8,93.2,7.2,2,1979,sedentary,muscle_gain,20.68
25,female,154.9,56.9,91.5,30.7,98.5,7.0,4,1663,moderate,fat_loss,18.01
22,female,151.9,75.4,93.4,33.4,104.3,7.6,1,1686,sedentary,muscle_gain,28.07
19,female,157.1,79.4,108.8,29.7,112.9,7.0,1,2436,sedentary,muscle_gain,26.78
17,male,175.8,70.5,99.5,32.0,91.2,8.7,2,2289,light,fat_loss,15.08
20,female,161.4,59.5,84.2,31.7,95.2,5.4,5,1981,active,fat_loss,15.81
23,female,149.1,49.4,81.0,32.0,97.9,5.8,5,1829,moderate,muscle_gain,15.76
16,male,182.3,73.3,94.9,31.0,91.1,6.2,2,2092,light,maintain,13.95
18,male,181.5,66.1,76.8,36.4,93.0,6.9,5,3229,active,muscle_gain,12.02
16,female,155.8,66.3,108.3,31.2,109.2,6.4,2,2131,light,muscle_gain,20.26
19,male,169.4,91.4,101.8,35.9,90.2,6.0,3,2834,light,muscle_gain,26.39
27,male,185.4,103.2,85.3,34.9,86.8,6.4,4,2528,light,fat_loss,26.04
17,female,162.1,70.4,72.9,31.3,102.2,5.7,3,1439,light,fat_loss,19.86
25,male,174.0,51.3,103.5,34.5,84.7,7.4,0,1609,light,fat_loss,9.88
35,male,179.9,56.5,88.9,30.5,83.1,7.1,3,2306,moderate,maintain,12.8
29,male,163.4,76.8,102.4,35.2,96.0,5.9,1,2472,sedentary,maintain,24.99
23,male,166.1,82.7,74.1,34.6,109.8,7.9,1,2774,moderate,maintain,25.06
26,female,172.8,80.4,84.0,31.2,105.6,5.8,2,1668,sedentary,fat_loss,22.09
16,female,166.9,64.4,90.1,33.0,98.7,6.6,2,2020,light,muscle_gain,15.22
16,male,179.8,95.8,90.5,34.8,95.3,7.3,2,2989,sedentary,muscle_gain,23.04
22,female,155.5,63.4,85.5,31.4,101.3,7.1,2,1957,moderate,fat_loss,20.32
24,female,149.7,61.0,96.2,29.3,112.9,5.6,3,1276,moderate,fat_loss,21.98
27,male,180.6,57.2,79.3,34.6,83.2,7.3,4,2038,light,muscle_gain,11.05
19,female,165.2,73.5,88.6,33.4,99.7,7.0,2,2150,sedentary,muscle_gain,20.49
23,male,176.7,99.1,91.2,37.1,96.6,8.7,3,2697,sedentary,muscle_gain,27.18
23,female,154.0,60.1,95.1,30.3,103.5,7.4,5,1837,moderate,fat_loss,19.5
21,female,154.7,68.1,97.1,30.5,89.4,8.5,0,1912,light,muscle_gain,22.78
22,female,162.3,64.0,78.8,30.8,101.5,6.2,3,1555,moderate,fat_loss,18.02
18,male,170.2,71.9,74.7,34.8,91.2,5.6,3,1667,light,fat_loss,17.72
23,female,155.0,70.5,102.8,30.9,111.2,8.3,0,1817,sedentary,muscle_gain,24.3
23,male,182.3,72.5,93.3,33.4,89.1,7.3,3,2311,moderate,fat_loss,15.27
20,male,168.9,65.3,82.5,36.0,91.3,8.7,3,1904,light,maintain,15.87
25,male,165.0,64.1,105.5,32.3,84.5,8.1,1,2773,sedentary,muscle_gain,17.8
27,female,151.8,55.1,91.2,32.8,106.4,7.8,6,1243,active,fat_loss,18.7
25,male,161.2,50.5,101.8,34.1,99.1,7.5,1,1292,sedentary,fat_loss,12.87
17,female,154.8,66.5,90.7,29.8,111.5,6.4,1,2163,light,muscle_gain,21.01
22,female,164.5,64.8,110.6,28.4,107.8,6.0,4,1777,light,fat_loss,17.6
18,male,172.7,78.7,107.6,38.1,91.8,5.3,2,1872,light,fat_loss,19.6
22,male,164.6,43.8,87.5,33.6,94.2,6.5,3,1360,moderate,fat_loss,8.26
18,male,173.6,85.2,99.7,36.5,96.3,7.1,1,1780,sedentary,fat_loss,21.87
28,female,162.5,75.2,96.5,31.5,108.8,6.7,5,3073,active,muscle_gain,24.41
26,female,157.6,63.2,103.7,31.9,102.7,6.9,5,1871,moderate,muscle_gain,20.31
27,male,186.2,80.8,80.4,33.2,101.3,4.9,5,2969,active,fat_loss,17.98
27,female,152.3,61.8,96.9,31.1,103.9,7.1,4,2212,moderate,muscle_gain,21.98
21,male,179.9,91.8,100.6,35.5,98.3,8.2,7,3024,active,fat_loss,22.67
20,female,162.0,70.0,72.4,32.3,95.5,6.2,5,2643,moderate,muscle_gain,20.41
30,female,147.6,57.1,78.2,29.6,100.0,5.6,3,1200,light,fat_loss,22.15
21,female,151.1,67.1,70.0,32.2,108.2,5.6,3,2248,light,muscle_gain,23.9
16,female,156.6,62.7,87.3,30.7,105.7,6.4,4,1726,moderate,fat_loss,18.16
27,female,152.9,51.9,97.2,33.6,98.8,6.6,3,1604,light,muscle_gain,16.65
23,male,173.0,85.3,105.0,34.1,91.5,7.1,4,2370,moderate,fat_loss,23.29
29,male,163.4,65.0,90.7,30.8,95.8,7.7,1,1906,sedentary,maintain,19.68
23,male,167.0,67.7,106.3,34.4,93.2,6.2,2,1625,moderate,fat_loss,18.22
22,male,173.4,75.0,76.2,34.6,96.4,6.7,0,1984,sedentary,maintain,18.79
29,female,156.2,66.1,73.0,31.4,105.5,5.4,3,2351,active,maintain,22.98
16,female,159.7,79.3,89.4,31.0,116.1,7.6,3,1614,sedentary,fat_loss,24.79
19,female,153.5,58.0,93.8,28.9,96.1,6.7,2,1443,sedentary,fat_loss,17.71
18,male,158.8,75.3,89.7,36.8,105.9,6.8,3,2372,moderate,fat_loss,23.77
16,female,160.5,62.7,70.0,31.2,101.8,8.2,3,1923,moderate,maintain,16.69
26,male,176.2,90.3,89.1,37.0,97.9,6.9,5,2936,moderate,muscle_gain,24.68
19,male,176.1,75.8,77.0,32.9,91.4,8.4,6,2973,active,muscle_gain,17.5
26,female,159.8,60.1,96.7,29.6,98.1,7.7,2,1509,light,fat_loss,18.02
24,female,161.8,80.7,93.7,31.5,105.8,6.5,4,2207,moderate,maintain,26.31
25,female,162.1,59.0,80.6,30.5,102.7,5.9,4,1638,light,fat_loss,16.49
20,male,172.1,65.2,84.9,34.5,90.3,6.9,3,2041,light,fat_loss,14.82
19,female,165.0,52.4,79.4,28.0,101.6,8.0,2,1493,light,fat_loss,11.27
22,male,167.5,83.1,89.4,35.8,102.9,5.8,1,2387,sedentary,muscle_gain,24.4
26,female,155.3,69.3,99.6,30.9,105.8,6.5,1,2256,moderate,maintain,24.26
22,female,152.6,60.8,80.1,29.0,109.3,6.2,4,2186,moderate,muscle_gain,20.19
19,male,180.0,70.2,95.0,31.7,86.5,6.6,3,1864,sedentary,fat_loss,14.17
17,male,170.2,68.3,84.7,34.2,89.3,7.3,5,2135,active,fat_loss,16.0
23,male,175.8,72.0,82.1,32.5,99.1,7.1,4,2625,light,muscle_gain,17.05
20,female,167.7,59.7,88.9,30.1,91.5,7.3,1,1988,sedentary,muscle_gain,13.87
22,male,177.1,70.8,79.6,32.0,97.4,5.6,5,2194,moderate,fat_loss,15.95
21,female,152.9,63.5,84.5,28.8,95.8,7.7,1,1200,sedentary,fat_loss,21.22
20,female,165.1,63.4,78.0,28.7,97.4,8.0,1,1728,sedentary,muscle_gain,16.31
23,male,192.8,92.9,109.6,32.4,98.6,6.8,3,3025,moderate,maintain,19.08
24,male,168.0,54.8,90.4,33.8,91.9,6.3,1,1714,sedentary,muscle_gain,12.62
31,female,157.8,78.4,83.0,30.8,113.4,7.7,2,1426,sedentary,fat_loss,28.71
25,male,175.4,66.4,92.1,34.8,94.1,8.1,4,2608,moderate,muscle_gain,15.45
29,male,166.8,78.2,88.9,30.4,97.0,7.3,2,1991,sedentary,fat_loss,24.2
18,female,154.3,60.2,87.8,28.0,94.9,6.3,5,2310,moderate,maintain,18.28
16,female,163.7,66.6,96.1,30.9,100.3,6.1,4,1548,moderate,fat_loss,17.3
22,female,159.3,51.4,97.6,31.1,98.2,7.7,0,1339,sedentary,fat_loss,13.17
26,male,168.0,61.7,84.7,30.7,96.5,5.6,2,2211,light,muscle_gain,16.01
25,male,170.6,66.6,84.2,34.6,89.3,5.9,0,1579,sedentary,fat_loss,17.01
27,male,175.0,73.1,87.2,33.9,93.5,7.1,4,2103,moderate,fat_loss,18.65
16,male,171.9,90.1,70.0,35.1,91.9,8.5,2,2859,sedentary,muscle_gain,24.07
28,male,174.4,77.9,74.8,32.5,87.7,7.8,7,3176,active,muscle_gain,20.97
24,male,184.4,72.1,103.7,35.0,94.1,7.4,2,2273,sedentary,maintain,14.76
16,male,164.1,64.9,106.4,31.4,98.9,5.2,3,1748,moderate,fat_loss,16.4
25,male,176.5,74.2,87.5,32.1,99.5,4.9,0,1599,sedentary,fat_loss,18.13
23,male,171.5,71.5,95.8,32.9,95.3,7.0,0,2246,sedentary,muscle_gain,18.26
24,female,169.4,69.4,93.1,29.7,98.2,8.6,2,1636,light,fat_loss,18.34
26,female,161.0,68.4,120.0,29.1,102.2,6.2,3,1869,moderate,fat_loss,21.45
24,male,161.8,55.9,101.2,34.6,94.5,7.6,7,2368,active,maintain,14.94
16,male,155.4,55.9,88.7,32.0,88.3,7.4,2,2071,sedentary,maintain,15.26
21,male,173.6,83.9,80.4,36.1,84.7,6.5,2,1880,sedentary,fat_loss,22.04
16,male,171.0,73.3,73.9,35.2,93.5,6.6,4,2456,light,muscle_gain,17.56
25,male,162.5,78.7,92.0,34.5,97.2,5.4,5,2676,light,muscle_gain,25.31
28,male,160.0,73.8,82.4,32.0,97.9,7.2,6,2502,active,fat_loss,24.83
16,male,185.5,63.0,75.8,32.2,88.4,6.3,7,2840,active,muscle_gain,9.45
19,male,175.2,72.4,83.5,29.8,95.2,7.8,2,2874,active,fat_loss,16.47
18,male,172.1,70.6,79.2,32.4,100.1,6.9,1,1672,sedentary,fat_loss,16.54
20,male,187.4,75.8,106.9,33.0,93.7,6.7,4,2436,light,maintain,14.3
24,male,179.2,67.8,98.8,34.4,88.3,4.9,7,2615,moderate,muscle_gain,14.66
20,female,158.4,57.3,89.9,31.8,100.7,7.3,2,1329,light,fat_loss,15.8
25,female,158.6,59.6,104.8,28.8,97.8,7.3,5,1892,moderate,muscle_gain,17.98
27,female,154.6,53.5,90.8,30.6,102.6,8.2,0,1558,sedentary,maintain,16.87
27,male,176.3,75.8,81.4,32.8,92.0,6.2,2,1869,light,fat_loss,19.27
17,female,166.7,84.3,105.2,30.5,103.1,7.1,7,2728,active,maintain,24.11
28,male,180.7,60.2,95.4,32.8,91.8,7.3,3,2330,light,maintain,12.36
29,male,160.6,68.2,79.6,34.3,95.9,5.7,5,2357,active,fat_loss,22.2
29,female,152.1,58.7,88.1,29.9,102.8,6.4,2,1909,light,muscle_gain,20.92
21,male,178.9,74.3,81.2,33.4,90.7,6.0,1,2803,sedentary,muscle_gain,16.49
19,male,178.6,57.1,76.2,29.5,97.3,6.1,2,2193,light,muscle_gain,9.65
18,female,151.4,63.7,99.3,30.1,105.1,6.8,0,1324,sedentary,fat_loss,21.29
17,female,167.3,54.9,109.1,29.8,87.3,6.5,2,1696,light,fat_loss,11.25
22,female,158.9,71.7,76.0,29.9,98.6,7.1,0,1720,sedentary,fat_loss,22.94
26,male,169.9,86.8,95.6,34.3,100.9,7.6,2,2688,moderate,muscle_gain,25.86
28,male,164.7,49.8,83.5,32.0,88.9,7.4,5,2482,active,muscle_gain,12.27
20,female,166.3,78.1,85.1,31.3,103.4,7.8,2,2557,light,muscle_gain,22.29
22,male,170.3,74.1,84.1,30.8,90.0,6.9,0,2289,sedentary,muscle_gain,19.52
22,female,157.4,40.0,81.4,29.7,94.3,6.5,4,1200,light,fat_loss,8.23
19,male,166.7,57.5,90.5,29.2,91.7,6.0,1,1850,moderate,fat_loss,13.0
25,male,162.9,65.5,81.7,34.8,97.7,7.5,5,2575,moderate,muscle_gain,19.17
24,male,185.7,91.2,92.7,34.9,96.9,8.0,0,2072,sedentary,muscle_gain,21.06
23,female,158.1,48.1,89.5,28.6,95.1,8.2,2,1789,light,muscle_gain,12.18
24,male,174.3,74.2,87.6,31.2,98.3,7.3,3,1954,light,fat_loss,18.63
25,male,159.7,69.8,80.9,36.5,88.0,6.6,2,1695,light,fat_loss,22.39
25,male,181.5,92.8,84.2,35.5,88.5,6.1,1,2447,sedentary,maintain,23.35
18,male,173.2,65.8,97.6,31.8,85.6,5.8,3,2225,active,fat_loss,14.26
26,male,168.9,76.1,95.0,36.3,99.5,5.3,1,1813,sedentary,fat_loss,21.79
23,female,168.6,82.6,80.2,32.6,103.4,8.0,1,2551,sedentary,muscle_gain,23.96
20,male,178.1,91.6,91.0,35.1,96.9,7.5,1,2900,sedentary,muscle_gain,23.05
23,female,156.7,65.4,97.5,31.2,102.5,9.0,5,2163,moderate,maintain,21.05
24,female,156.1,60.7,73.3,31.6,94.3,6.9,3,1804,light,maintain,19.21
27,male,171.2,70.4,95.4,30.9,93.7,7.1,2,2177,sedentary,muscle_gain,18.83
17,male,171.1,75.6,83.4,37.6,95.8,7.3,4,1917,light,fat_loss,18.7
28,female,160.5,54.9,95.7,28.0,100.4,7.4,5,2282,moderate,muscle_gain,15.81
22,male,169.6,82.0,82.4,34.7,100.0,6.3,4,2370,light,maintain,23.07
20,male,178.9,56.9,72.0,32.8,94.5,6.8,6,2737,active,fat_loss,9.73
20,female,157.8,56.0,73.7,29.2,101.0,7.7,3,1421,light,maintain,15.39
17,female,158.6,66.8,90.5,31.3,100.7,8.5,2,1979,sedentary,muscle_gain,19.58
16,female,150.2,56.1,92.6,28.0,102.3,6.2,4,1689,active,fat_loss,17.32
25,male,163.0,70.3,81.0,34.9,96.2,7.1,3,2792,moderate,muscle_gain,21.3
31,female,163.3,77.8,96.4,29.8,94.6,6.8,6,2430,light,muscle_gain,25.94
16,female,159.7,63.2,73.4,29.8,96.4,6.7,5,1502,moderate,fat_loss,17.22
18,male,175.8,68.1,89.3,28.9,95.4,8.1,0,1696,light,fat_loss,14.38
25,female,177.1,76.2,77.9,28.0,102.5,9.1,2,2248,light,muscle_gain,18.7
22,male,190.1,84.0,83.5,30.9,95.8,7.2,6,2634,moderate,fat_loss,16.75
26,male,177.9,81.6,90.5,35.5,100.1,6.2,5,2433,moderate,fat_loss,20.72
22,male,164.3,55.3,81.4,32.2,85.8,5.8,1,1947,light,muscle_gain,13.44
19,male,172.4,66.0,86.2,34.6,89.3,6.8,6,2774,moderate,muscle_gain,14.82
21,male,181.6,99.3,100.1,35.8,98.8,7.9,2,3016,light,muscle_gain,24.76
16,female,167.4,71.4,84.2,28.8,99.1,7.0,0,1888,sedentary,maintain,18.06
17,female,163.9,50.7,98.4,29.7,93.8,7.1,6,2291,active,maintain,10.36
26,male,171.5,71.0,78.7,33.5,92.9,8.7,3,2528,light,muscle_gain,18.75
27,female,161.2,43.5,95.3,28.3,90.3,7.6,2,1384,moderate,fat_loss,10.1
28,female,155.5,54.8,104.4,33.0,100.4,6.9,4,2288,moderate,muscle_gain,17.44
24,male,173.1,89.4,70.0,34.3,94.9,5.8,3,2716,moderate,fat_loss,25.12
16,male,173.5,60.3,82.0,33.9,85.4,7.9,1,2103,light,maintain,11.52
19,male,160.7,47.3,95.8,31.8,88.3,7.4,6,2597,active,muscle_gain,10.15
28,male,168.9,60.7,88.0,31.7,90.4,7.5,6,2062,moderate,fat_loss,15.77
29,female,154.0,63.8,93.7,29.6,104.0,5.8,3,2158,moderate,muscle_gain,22.75
28,male,169.2,89.0,84.0,38.5,101.1,7.1,0,2822,light,muscle_gain,27.55
21,male,166.4,73.7,90.9,34.5,95.6,7.6,1,2287,light,maintain,20.57
16,male,179.1,68.7,88.4,31.4,91.2,5.8,1,1954,sedentary,fat_loss,13.18
22,male,179.2,78.4,101.7,34.5,92.3,7.1,4,2549,light,maintain,18.16
22,female,154.4,72.8,92.5,35.2,103.7,8.0,2,1412,sedentary,fat_loss,25.51
29,male,163.1,62.3,93.4,37.2,88.0,6.3,5,2665,moderate,muscle_gain,18.57
23,male,171.3,70.9,85.9,34.8,96.5,7.9,3,2967,active,maintain,18.08
22,male,162.6,68.2,85.1,32.2,94.2,7.0,4,2218,light,fat_loss,19.81
22,male,171.0,55.0,85.7,34.6,84.5,7.1,2,1363,light,fat_loss,11.43
24,male,176.5,84.0,93.9,35.8,101.9,7.9,3,2862,moderate,maintain,21.68
25,male,178.9,91.0,85.8,36.2,103.7,6.5,0,2573,sedentary,maintain,23.67
19,male,175.3,48.5,92.9,32.4,92.2,5.7,6,2585,active,fat_loss,7.11
17,male,180.8,64.7,110.8,34.3,92.1,6.7,5,2448,light,muscle_gain,11.46
28,female,157.0,58.1,98.7,31.9,94.7,7.4,0,1597,sedentary,maintain,18.53
16,female,159.1,73.6,86.7,31.9,102.6,7.5,1,1429,sedentary,fat_loss,22.37
29,female,163.4,56.1,102.0,29.4,99.4,7.1,5,2740,active,muscle_gain,15.68
16,female,164.1,70.6,85.9,31.1,96.2,6.4,2,1375,sedentary,fat_loss,18.94
19,female,160.1,58.8,70.0,29.8,98.0,7.5,2,1561,moderate,fat_loss,15.7
26,male,174.7,78.7,79.9,34.0,96.6,7.0,0,1930,sedentary,maintain,20.72
22,male,169.9,80.0,71.3,33.7,82.8,8.5,1,1343,sedentary,fat_loss,22.12
16,male,157.9,59.5,86.5,33.2,98.3,7.7,7,2563,active,maintain,16.12
24,male,175.1,76.4,90.2,33.8,95.3,7.5,1,2411,sedentary,muscle_gain,19.22
22,female,164.8,71.7,106.8,31.9,97.5,6.9,1,2053,sedentary,muscle_gain,20.54
21,male,174.3,75.0,93.3,35.7,95.5,6.7,3,2108,light,fat_loss,18.25
19,female,146.5,46.2,87.8,29.2,99.1,6.7,5,1695,active,fat_loss,14.0
22,female,154.6,53.4,98.3,28.7,103.7,7.2,3,1536,light,maintain,15.67
19,male,169.0,91.6,70.0,36.5,97.3,8.0,2,2614,sedentary,muscle_gain,26.66
33,female,158.7,54.9,92.4,30.2,93.7,5.5,5,2294,active,muscle_gain,17.55
21,male,168.3,83.2,97.7,33.8,93.5,6.5,4,2326,moderate,fat_loss,23.88
20,female,180.8,65.4,75.2,28.0,95.6,8.0,6,2508,active,fat_loss,12.41
20,male,174.6,79.5,101.4,36.8,93.4,6.4,5,2411,moderate,fat_loss,19.69
30,male,170.5,88.6,93.4,35.6,99.0,6.2,2,3146,moderate,muscle_gain,27.27
16,male,177.5,72.5,85.8,32.0,96.1,8.1,2,1988,light,fat_loss,15.09
24,male,164.9,59.3,96.3,32.4,90.5,7.4,3,2082,light,muscle_gain,15.49
21,male,173.5,69.2,112.7,34.7,95.5,7.2,4,2958,moderate,muscle_gain,16.22
16,female,161.0,61.2,91.8,33.8,96.5,7.6,3,1847,moderate,fat_loss,15.81
18,female,157.7,59.8,92.5,29.9,103.4,6.6,7,2430,active,muscle_gain,16.79
23,male,173.3,71.3,85.4,34.2,95.9,7.0,4,2746,moderate,muscle_gain,17.58
18,male,160.4,59.2,81.5,34.7,96.3,7.3,0,2136,light,maintain,15.55
23,male,166.0,87.7,98.3,39.0,101.1,6.8,1,2151,light,fat_loss,27.28
30,male,175.2,69.7,81.4,30.9,96.4,6.5,6,2698,moderate,muscle_gain,17.95
23,female,156.2,54.4,90.7,28.0,96.2,6.2,3,1200,light,fat_loss,15.85
16,male,176.3,85.4,85.2,35.9,95.6,6.4,7,3165,moderate,maintain,20.45
18,male,175.0,85.8,94.8,39.0,97.5,6.4,7,3049,moderate,muscle_gain,21.56
21,male,162.8,77.9,93.3,33.3,98.2,5.4,1,1978,sedentary,fat_loss,23.9
20,male,179.1,99.1,100.4,35.9,109.0,7.5,5,2582,moderate,maintain,25.47
23,male,163.3,66.9,84.9,34.1,93.8,7.2,3,2397,moderate,muscle_gain,19.19
23,female,161.2,57.5,87.3,30.2,98.8,8.1,7,2070,active,fat_loss,15.64
30,female,147.6,40.0,80.2,28.5,96.5,5.8,2,1582,light,muscle_gain,12.73
